STN,37022_ANTSIRABE_AERO,34155_ANTANANARIVO_DMH,34166_IVATO_AERO,36516_IFANJA,36537_ANKADINONDRY_SAKAY,36520_MIARINARIVO,STN_mean
1981-01-01,11.099,0,0.062,0.618,3.988,0.453,2.703333333
1981-01-02,0,0.465,0.095,0.42,0,0.711,0.281833333
1981-01-03,2.293,0,0,0.801,1.085,1.117,0.882666667
1981-01-04,0.172,0,0,0,0.042,0,0.035666667
1981-01-05,0,0,0,32.397,44.109,20.606,16.18533333
1981-01-06,0,0.069,0.279,0.241,21.973,0,3.760333333
1981-01-07,6.497,8.692,9.695,9.558,23.39,7.555,10.89783333
1981-01-08,14.815,6.1,8.247,8.024,6.826,9.095,8.851166667
1981-01-09,15.113,26.391,21.856,10.671,1.774,7.97,13.9625
1981-01-10,9.119,102.822,81.535,11.919,16.987,3.355,37.62283333
1981-01-11,8.441,36.085,37.494,3.557,21.658,0.19,17.90416667
1981-01-12,10.221,21.261,20.951,1.882,6.514,1.676,10.4175
1981-01-13,4.183,12.422,9.147,15.284,7.148,13.573,10.29283333
1981-01-14,0.212,6.347,6.75,0,8.707,0.625,3.7735
1981-01-15,0,0,0,3.515,5.375,2.106,1.832666667
1981-01-16,0,0,0,0,0,0,0
1981-01-17,0,0,0,0,0,0,0
1981-01-18,0,0,0,0,0,0,0
1981-01-19,0,0,0,0.921,1.095,0.552,0.428
1981-01-20,0,0,0,0,0,0,0
1981-01-21,0,0,0,0,0,0,0
1981-01-22,0,0,0,0,0,0,0
1981-01-23,0,0.045,0,0,10.849,0,1.815666667
1981-01-24,0.685,1.382,0.469,0.553,0.403,0.748,0.706666667
1981-01-25,0,0.016,0.01,0,0,0,0.004333333
1981-01-26,0,0,0,0.015,0,0.02,0.005833333
1981-01-27,0,0,0,0,0,0,0
1981-01-28,0,0,0,0,2.607,0,0.4345
1981-01-29,0,0,0,0,0,0,0
1981-01-30,14.155,18.356,23.154,3.887,7.702,2.374,11.60466667
1981-01-31,8.428,25.689,30.994,25.899,17.146,17.947,21.01716667
1981-02-01,0.016,0.322,0.636,1.04,11.572,0,2.264333333
1981-02-02,20.214,22.772,17.544,11.045,17.877,2.843,15.3825
1981-02-03,11.269,0.373,9.123,0.021,0.009,0,3.465833333
1981-02-04,0.019,0.09,2.718,0.464,7.793,0,1.847333333
1981-02-05,6.824,0,0,0,6.421,0,2.2075
1981-02-06,6.539,0,0,0.005,9.799,0,2.723833333
1981-02-07,0.506,13.61,16.413,2.602,9.895,1.831,7.476166667
1981-02-08,9.799,17.946,2.269,0.031,4.653,0,5.783
1981-02-09,19.75,27.653,18.518,0.138,0,0.038,11.01616667
1981-02-10,9.318,0.175,0.244,1.16,12.797,0,3.949
1981-02-11,1.477,0,0,0.68,1.181,0.948,0.714333333
1981-02-12,5.921,0,0,3.052,12.054,2.919,3.991
1981-02-13,0,0,0,0,0,0,0
1981-02-14,0,0,0,1.188,9.294,0.712,1.865666667
1981-02-15,0.459,0,0,0,3.373,0,0.638666667
1981-02-16,0,0.002,0.002,0,0,0,0.000666667
1981-02-17,0,1.939,0.803,6.06,0.049,6.526,2.562833333
1981-02-18,0,0.046,0.026,8.427,0.056,6.384,2.489833333
1981-02-19,9.215,5.937,5.847,6.188,2.791,5.083,5.8435
1981-02-20,4.611,4.778,1.026,5.069,10.708,4.99,5.197
1981-02-21,36.178,7.666,10.114,9.542,26.551,8.671,16.45366667
1981-02-22,6.452,3.802,12.398,13.254,28.747,7.878,12.0885
1981-02-23,0,2.873,11.166,10.964,5.701,9.06,6.627333333
1981-02-24,20.561,4.326,6.813,2.36,10.552,0.114,7.454333333
1981-02-25,49.796,45.687,26.103,29.611,27.865,27.339,34.40016667
1981-02-26,32.115,11.888,7.604,0.738,9.237,0.048,10.27166667
1981-02-27,28.977,25.647,28.012,3.409,11.081,2.693,16.6365
1981-02-28,6.753,29.181,34.826,11.115,14.295,5.464,16.939
1981-03-01,10.588,19.451,10.34,13.367,7.804,14.75,12.71666667
1981-03-02,12.141,43.698,39.467,0.605,40.31,0.258,22.7465
1981-03-03,0,42,44.405,20.022,20.264,24.543,25.20566667
1981-03-04,0.074,18.302,24.341,1.01,7.645,0.06,8.572
1981-03-05,1.864,3.063,1.855,0.874,1.985,1.432,1.8455
1981-03-06,5.551,5.541,13.499,1.632,20.512,0.066,7.800166667
1981-03-07,21.5,16.565,19.477,2.131,11.993,1.595,12.21016667
1981-03-08,4.825,21.905,20.644,3.31,10.508,0.354,10.25766667
1981-03-09,0.029,4.303,2.838,0.049,0.607,0.066,1.315333333
1981-03-10,0,0.009,0,0,0,0,0.0015
1981-03-11,0.021,2.105,10.532,9.685,12.943,8.607,7.3155
1981-03-12,0,0.903,0.005,0,0,0,0.151333333
1981-03-13,1.329,28.213,20.362,15.562,0,15.449,13.48583333
1981-03-14,15.137,18.111,13.17,0.032,0,0.125,7.7625
1981-03-15,20.968,17.006,16.689,5.611,21.37,3.549,14.19883333
1981-03-16,0,0.607,4.325,8.495,0,2.865,2.715333333
1981-03-17,12.707,10.203,15.925,3.362,0,3.655,7.642
1981-03-18,21.871,8.885,4.15,0.995,14.191,1.434,8.587666667
1981-03-19,4.24,3.396,0.854,7.075,11.631,7.056,5.708666667
1981-03-20,0.551,0.168,0.173,12.721,32.947,8.032,9.098666667
1981-03-21,7.666,0.001,0,0,0,0,1.277833333
1981-03-22,4.496,0.293,0.297,17.167,25.331,9.75,9.555666667
1981-03-23,6.998,0.18,0.183,1.661,2.542,2.345,2.318166667
1981-03-24,2.245,0,0,3.895,5.375,5.428,2.823833333
1981-03-25,0.717,0.03,1.45,0.854,2.393,1.141,1.0975
1981-03-26,6.291,3.776,3.936,4.544,11.028,6.179,5.959
1981-03-27,6.674,3.312,0.737,4.89,1.971,5.251,3.805833333
1981-03-28,9.603,0.057,0.561,0.347,0,0,1.761333333
1981-03-29,1.299,0.628,0.611,0.951,1.269,1.325,1.013833333
1981-03-30,14.956,4.996,9.724,0.028,0,0.019,4.953833333
1981-03-31,7.484,10.056,15.602,0.81,4.378,0,6.388333333
1981-04-01,0.214,3.936,1.093,8.302,4.495,7.439,4.2465
1981-04-02,0,1.322,1.284,0.155,10.288,0,2.174833333
1981-04-03,10.727,0.833,2.712,4.139,7.122,3.576,4.8515
1981-04-04,0.459,26.047,24.599,0.097,4.177,0,9.229833333
1981-04-05,9.124,0.316,3.196,4.14,5.763,0.192,3.7885
1981-04-06,11.862,15.823,18.513,10.696,16.949,10.367,14.035
1981-04-07,22.122,6.093,5.666,0.917,0.414,1.228,6.073333333
1981-04-08,7.62,6.758,4.783,7.289,13.974,7.382,7.967666667
1981-04-09,0,0,5.985,0.102,0.144,0.141,1.062
1981-04-10,0,0,0,0.57,0.776,0.795,0.356833333
1981-04-11,0,0,0,0,0,0,0
1981-04-12,0,0,0,0,0,0,0
1981-04-13,0,0,0,5.503,0,4.587,1.681666667
1981-04-14,0,0,0,0,0,0,0
1981-04-15,0,0,0,3.513,0,3.025,1.089666667
1981-04-16,0,0,0,0,0,0,0
1981-04-17,0,0,0,0,2.514,0,0.419
1981-04-18,0,0,0,0.268,3.451,0.201,0.653333333
1981-04-19,6.813,0,0.048,0.25,0.34,0.348,1.299833333
1981-04-20,19.029,0,0,0,4.448,0,3.912833333
1981-04-21,5.518,0,0,0.12,14.32,0.009,3.327833333
1981-04-22,0.232,0,0,0,0.013,0,0.040833333
1981-04-23,2.168,0,0,0,0,0,0.361333333
1981-04-24,2.041,0,0,0,0,0,0.340166667
1981-04-25,0.957,0,0,0,0,0,0.1595
1981-04-26,4.813,0,0,0,0,0,0.802166667
1981-04-27,5.484,0,0,0,0,0,0.914
1981-04-28,0,0,0,0,0,0,0
1981-04-29,3.961,0,3.055,0,0.159,0,1.195833333
1981-04-30,0,0,0,0,0,0,0
1981-05-01,0,0,0,1.702,1.024,1.324,0.675
1981-05-02,1.127,0.025,0.025,1.373,4.528,0.822,1.316666667
1981-05-03,16.604,6.347,13.948,23.295,37.303,20.72,19.70283333
1981-05-04,8.732,0.781,5.747,6.17,2.284,6.439,5.0255
1981-05-05,16.176,11.166,12.761,6.739,23.138,1.357,11.8895
1981-05-06,6.48,33.155,17.526,1.641,2.928,2.004,10.62233333
1981-05-07,0,0.095,4.007,0.388,0.541,0.539,0.928333333
1981-05-08,0,1.57,1.502,0,0,0,0.512
1981-05-09,0,0.025,0.025,7.254,3.907,5.556,2.7945
1981-05-10,0,0.277,0.423,0,0,0,0.116666667
1981-05-11,0,7.245,0.991,0,0,0,1.372666667
1981-05-12,0,0.002,0.002,0,0,0,0.000666667
1981-05-13,0,0,0,0,0,0,0
1981-05-14,0,0,0,0,0,0,0
1981-05-15,0.201,0.025,0.025,0,0,0,0.041833333
1981-05-16,0.053,0,0,0.826,0.764,0.495,0.356333333
1981-05-17,0,0,0,0,0,0,0
1981-05-18,0.282,0.087,0,0,5.139,0,0.918
1981-05-19,0,0,0,0,0,0,0
1981-05-20,0,0,0,0,0,0,0
1981-05-21,0,0,0,0,0,0,0
1981-05-22,0,0,0,0,0,0,0
1981-05-23,0,0,0,0,0,0,0
1981-05-24,0,0,0,0,0,0,0
1981-05-25,0,0,0,0,0,0,0
1981-05-26,0,0,0,0,0,0,0
1981-05-27,0,0.025,0.025,0,0,0,0.008333333
1981-05-28,0,0,0,0,0,0,0
1981-05-29,0,0,0,0,0,0,0
1981-05-30,0,0,0,0,0,0,0
1981-05-31,0,0,0,0,0,0,0
1981-06-01,0,0,0,0,0,0,0
1981-06-02,0,0,0,0.035,0.022,0.036,0.0155
1981-06-03,0,0,0,0,0,0,0
1981-06-04,0,0,0,0,0,0,0
1981-06-05,0,0,0,0,0,0,0
1981-06-06,0,0,0,0,0,0,0
1981-06-07,0,0,0,0,0,0,0
1981-06-08,0,0,0,0,0,0,0
1981-06-09,0,0,0,0,0,0,0
1981-06-10,0,0,0,0,0,0,0
1981-06-11,1.444,0,0,0,0,0,0.240666667
1981-06-12,0,0,0,0,0,0,0
1981-06-13,3.061,0,0,0,0,0,0.510166667
1981-06-14,0,0,0,0,0,0.002,0.000333333
1981-06-15,0,0.024,0.025,0,0,0,0.008166667
1981-06-16,0,0,0,0,0,0,0
1981-06-17,0,0,0,0,0,0,0
1981-06-18,0.046,0,0.051,0,0.024,0,0.020166667
1981-06-19,0,0,0,0,0,0,0
1981-06-20,0,0,0,0,0,0,0
1981-06-21,0,0,0,0,0,0,0
1981-06-22,0,0.006,0.006,0,0,0.013,0.004166667
1981-06-23,0,0,0,0,0,0.002,0.000333333
1981-06-24,0,0,0,0,0,0,0
1981-06-25,0,0,0,0,0,0,0
1981-06-26,0,0,0,0,0,0,0
1981-06-27,0,0,0,0,0,0,0
1981-06-28,0,0,0,0,0,0,0
1981-06-29,0,0,0,0,0,0,0
1981-06-30,0,0,0,0,0,0,0
1981-07-01,0,0,0,0,0,0,0
1981-07-02,0,0,0,0,0,0,0
1981-07-03,0,0,0,0,0.966,0,0.161
1981-07-04,0,0,0,0,0,0,0
1981-07-05,0,0.086,0,0,0,0,0.014333333
1981-07-06,0,0,0,0,0,0,0
1981-07-07,0,0,0,0,0,0,0
1981-07-08,0,0,0,0,0,0,0
1981-07-09,0,0,0,0,0,0,0
1981-07-10,0.507,0,0,0,0,0,0.0845
1981-07-11,0,0,0,0,0,0,0
1981-07-12,0,0,0,0,0,0,0
1981-07-13,0,0,0,0,0,0,0
1981-07-14,0,0,0,0,0,0,0
1981-07-15,0,0,0,0,0,0,0
1981-07-16,0,0,0,0,0,0,0
1981-07-17,0,0,0,0,0,0,0
1981-07-18,0,0,0,0,0,0,0
1981-07-19,0,0,0,0,0,0,0
1981-07-20,0,0,0,0,0,0,0
1981-07-21,0,0,0,0,0,0,0
1981-07-22,0,0,0,0,0,0,0
1981-07-23,0,0,0,0,0,0,0
1981-07-24,0.057,0,0,0,0,0,0.0095
1981-07-25,0.039,0,0.025,0,3.44,0,0.584
1981-07-26,0,0,0,0,0,0,0
1981-07-27,0,0,0,0,0,0,0
1981-07-28,0,0,0,0,0,0,0
1981-07-29,0,0,0,0,0,0,0
1981-07-30,0,0,0,0,0,0,0
1981-07-31,0,0,0,0,0,0,0
1981-08-01,0.24,1.861,0.659,0.198,0.098,0.344,0.566666667
1981-08-02,2.201,0.087,0.041,1.068,3.759,0.815,1.3285
1981-08-03,0,0,0,0.025,3.245,0,0.545
1981-08-04,0,0,0,0,0,0,0
1981-08-05,0.057,0,0,0,0,0,0.0095
1981-08-06,0,0,0,0,0,0,0
1981-08-07,0,0,0,0,0,0,0
1981-08-08,0,0,0,0,0,0,0
1981-08-09,0.052,0.037,0.064,0,0,0,0.0255
1981-08-10,0.134,0.101,0.064,0,2.875,0,0.529
1981-08-11,0.353,0,0,0,0,0,0.058833333
1981-08-12,0,0,0,0,0,0,0
1981-08-13,0,0,0,0,0,0,0
1981-08-14,0.324,0.288,0.299,0.075,0,0,0.164333333
1981-08-15,0,3.237,0.886,0,0,0,0.687166667
1981-08-16,0.87,16.024,7.57,5.684,2.169,5.58,6.316166667
1981-08-17,0.243,0,5.628,0,0,1.413,1.214
1981-08-18,0,0.242,0.166,0,1.131,0,0.2565
1981-08-19,0,0,0,0,4.558,0,0.759666667
1981-08-20,0,0,0,0,0,0,0
1981-08-21,0,0,0,0,0,0,0
1981-08-22,0.13,0,0,0,0,0,0.021666667
1981-08-23,0,0,0,0,0,0,0
1981-08-24,0,0,0,0,0,0,0
1981-08-25,0,0,0,0,0,0,0
1981-08-26,0,0,0,0,0,0,0
1981-08-27,0,0,0,0,0,0,0
1981-08-28,0,0,0,0,0,0,0
1981-08-29,0.112,0,0,0,0,0,0.018666667
1981-08-30,0,0,0,0,0,0,0
1981-08-31,0,0,0,0,0,0,0
1981-09-01,0,0,0,0,0,0,0
1981-09-02,0.107,0,0,0,0,0,0.017833333
1981-09-03,0.346,0,0,0.004,0.529,0,0.1465
1981-09-04,4.836,0.012,0.108,0,1.028,0,0.997333333
1981-09-05,0.981,0,0,0,0,0,0.1635
1981-09-06,0,0,0,0,0,0,0
1981-09-07,3.762,0,0.024,0,0.063,0,0.6415
1981-09-08,0,0,0,0,0,0,0
1981-09-09,0,0,0,0,0,0,0
1981-09-10,0,0,0,0,0,0,0
1981-09-11,0,0,0,0,0,0.002,0.000333333
1981-09-12,0.031,0.104,0,0.007,0,0.011,0.0255
1981-09-13,0.098,0.235,0.171,0,9.56,0,1.677333333
1981-09-14,0.844,0,0,0,2.23,0,0.512333333
1981-09-15,0.552,0,0,0,0,0,0.092
1981-09-16,0,0,0,0,0,0,0
1981-09-17,0,0,0,0,0,0,0
1981-09-18,0,0,0,0,0,0,0
1981-09-19,0,0,0,0,0,0,0
1981-09-20,0,0,0,0,1.209,0,0.2015
1981-09-21,0,0,0,0,0,0,0
1981-09-22,0,0,0,0,0,0,0
1981-09-23,0.122,0,0,0,0,0,0.020333333
1981-09-24,0,0,0,0,0,0,0
1981-09-25,0,0,0,0,0,0,0
1981-09-26,0,0,0,0,0,0,0
1981-09-27,0,0,0,0,0,0,0
1981-09-28,0,0,0,0.386,0.242,0.404,0.172
1981-09-29,0,0,0,0,0,0,0
1981-09-30,0,0,0.012,1.451,1.253,1.689,0.734166667
1981-10-01,0.829,0.025,0,0,0,0,0.142333333
1981-10-02,0,1.752,3.77,2.225,3.606,2.68,2.338833333
1981-10-03,0,2.373,1.589,0.72,0.901,0.862,1.074166667
1981-10-04,0.011,0,0,0,0,0,0.001833333
1981-10-05,0,0,0,0,0,0,0
1981-10-06,0,0,0,0,0,0,0
1981-10-07,0,0,0,0,0,0,0
1981-10-08,0.125,0.008,4.773,0,4.111,0,1.502833333
1981-10-09,1.82,7.057,10.836,1.528,2.725,1.709,4.279166667
1981-10-10,6.798,8.459,8.656,3.901,0.017,6.901,5.788666667
1981-10-11,0.842,11.739,12.25,0,5.676,0,5.0845
1981-10-12,2.311,1.292,3.526,0,0,0.388,1.252833333
1981-10-13,0.026,0,0.24,0,0,0,0.044333333
1981-10-14,6.806,4.036,11.919,5.917,6.04,7.582,7.05
1981-10-15,14.358,12.486,6.129,0,0,1.182,5.6925
1981-10-16,6.455,4.297,2.116,0.528,5.032,0.541,3.1615
1981-10-17,3.672,0.812,0.155,6.956,10.403,7.616,4.935666667
1981-10-18,0.827,0.004,0.034,0.794,7.088,0.819,1.594333333
1981-10-19,5.068,0,0.589,1.948,0,4.418,2.003833333
1981-10-20,1.1,0.001,0,0.576,2.582,0.856,0.8525
1981-10-21,3.774,0,0.012,1.993,2.63,2.396,1.800833333
1981-10-22,4,0.952,2.523,4.655,1.899,5.939,3.328
1981-10-23,11.101,2.217,2.181,17.151,10.461,19.856,10.4945
1981-10-24,0.047,4.569,5.173,0.031,2.246,0.828,2.149
1981-10-25,0,7.457,8.405,0.971,0.001,0.376,2.868333333
1981-10-26,0,16.862,13.744,9.558,0,11.24,8.567333333
1981-10-27,0.02,23.11,22.487,19.025,0,16.662,13.55066667
1981-10-28,9.327,0.628,8.281,0,4.565,0.048,3.808166667
1981-10-29,15.085,22.136,14.69,0.45,7.079,1.38,10.13666667
1981-10-30,12.627,19.784,21.482,7.426,0,4.001,10.88666667
1981-10-31,2.093,2.644,9.004,6.493,2.465,6.701,4.9
1981-11-01,2.178,5.509,2.691,4.906,9.786,3.09,4.693333333
1981-11-02,0,0,0.058,0.57,8.095,0.039,1.460333333
1981-11-03,0.433,0,1.59,0.061,0.038,0.064,0.364333333
1981-11-04,0,0.004,0.584,0.19,0.253,0.227,0.209666667
1981-11-05,0,0,0,0,0,0,0
1981-11-06,0,3.05,4.463,9.057,11.022,13.056,6.774666667
1981-11-07,0,13.066,15.818,18.79,4.644,13.514,10.972
1981-11-08,3.895,1.189,1.166,4.907,11.001,3.248,4.234333333
1981-11-09,0.871,0.961,3.035,4.053,7.529,2.175,3.104
1981-11-10,0.013,0.005,0,0.04,8.776,0,1.472333333
1981-11-11,0.56,0.137,0.759,1.652,1.915,1.021,1.007333333
1981-11-12,0,0,0,0,0,0,0
1981-11-13,6.842,0,0,0.379,0.487,0.457,1.360833333
1981-11-14,0.688,0.591,2.265,3.5,3.973,2.256,2.212166667
1981-11-15,0.431,0.206,0.035,12.067,20.513,14.593,7.974166667
1981-11-16,0,0,0,1.222,6.112,0.106,1.24
1981-11-17,0,0,0,3.866,4.242,2.476,1.764
1981-11-18,0.052,0,0,0.96,0.437,0.863,0.385333333
1981-11-19,0,0,0,0,0,0,0
1981-11-20,0,0,0,0,0,0.005,0.000833333
1981-11-21,3.352,0,0,2.15,3.492,1.441,1.739166667
1981-11-22,2.13,0.039,0.036,11.299,15.107,6.415,5.837666667
1981-11-23,0.407,7.508,7.295,9.398,12.817,12.093,8.253
1981-11-24,3.015,0,0,5.509,14.402,2.455,4.230166667
1981-11-25,0,0,0.839,1.804,3.949,1.475,1.3445
1981-11-26,2.717,15.939,12.176,2.307,1.735,3.659,6.422166667
1981-11-27,0.022,14.335,20.131,2.176,0,6.917,7.2635
1981-11-28,0.044,25.209,33.198,1.594,1.592,3.497,10.85566667
1981-11-29,0.017,6.294,4.157,23.656,47.369,15.225,16.11966667
1981-11-30,0,0.013,0.359,0.098,1.151,0,0.270166667
1981-12-01,7.997,0.633,3.111,2.177,7.962,0.706,3.764333333
1981-12-02,0.103,9.475,13.715,2.35,7.247,1.263,5.692166667
1981-12-03,4.555,10.813,12.273,6.013,2.701,11.239,7.932333333
1981-12-04,0.026,0.211,1.071,0,0,0,0.218
1981-12-05,0,0.259,0,0,0,0,0.043166667
1981-12-06,0.096,11.154,6.034,4.795,0.962,2.417,4.243
1981-12-07,0.248,49.96,9.897,0.096,0,3.23,10.57183333
1981-12-08,0,13.726,0.025,4.923,0,7.343,4.336166667
1981-12-09,0,0,0,0,0,0,0
1981-12-10,0.142,0,1.23,0,0,0.492,0.310666667
1981-12-11,0.528,0.206,0.593,0.391,0.298,0.368,0.397333333
1981-12-12,0,1.337,0.033,0.993,0,0.131,0.415666667
1981-12-13,0.043,26.269,17.739,19.163,2.834,23.752,14.96666667
1981-12-14,0.174,13.593,10.295,13.677,12.638,13.372,10.62483333
1981-12-15,0,10.654,9.052,3.042,12.419,3.915,6.513666667
1981-12-16,2.347,0.101,0.081,1.35,1.29,1.217,1.064333333
1981-12-17,0.38,0.243,0.024,2.911,3.382,3.062,1.667
1981-12-18,0.16,0,0,0,0,0,0.026666667
1981-12-19,0.158,0,0,2.913,5.612,3.456,2.023166667
1981-12-20,0,0,0,0,0,0,0
1981-12-21,3.898,0,0.301,1.144,1.024,1.084,1.241833333
1981-12-22,2.784,0,0.168,1.34,0.819,1.006,1.0195
1981-12-23,0,0,0.498,1.669,1.034,1.262,0.743833333
1981-12-24,0,0,0,0.288,4.45,0.029,0.7945
1981-12-25,0,0,0,5.611,16.078,0.519,3.701333333
1981-12-26,6.355,16.854,15.733,5.373,2.692,2.902,8.318166667
1981-12-27,0,57.651,34.77,10.505,0.547,6.005,18.24633333
1981-12-28,2.857,7.057,4.697,17.276,17.991,10.064,9.990333333
1981-12-29,3.339,14.051,11.877,22.601,25.881,16.068,15.63616667
1981-12-30,6.588,29.224,18.983,17.226,23.087,16.703,18.63516667
1981-12-31,2.997,24.399,25.169,18.366,24.604,19.232,19.12783333
1982-01-01,6.454,1.239,20.977,33.82,22.37,28.628,18.91466667
1982-01-02,7.718,6.834,5.759,16.164,18.388,9.681,10.75733333
1982-01-03,0.646,1.109,0.129,13.704,18.312,3.817,6.286166667
1982-01-04,0.229,11.63,9.483,22.054,22.872,17.39,13.943
1982-01-05,1.893,12.626,14.128,24.2,26.374,20.545,16.62766667
1982-01-06,2.321,15.181,13.295,20.297,17.796,21.841,15.12183333
1982-01-07,0.997,37.589,30.028,35.05,33.635,23.779,26.84633333
1982-01-08,2.912,19.965,20.931,35.7,51.331,30.625,26.91066667
1982-01-09,0.018,60.075,48.799,38.483,41.744,35.317,37.406
1982-01-10,39.811,31.094,26.653,18.994,32.39,16.492,27.57233333
1982-01-11,0,8.161,6.774,22.365,35.297,23.588,16.03083333
1982-01-12,10.468,2.962,9.365,16.072,25.45,11.955,12.712
1982-01-13,0.26,14.135,17.507,16.247,22.187,11.838,13.69566667
1982-01-14,1.824,51.774,23.6,4.668,2.343,5.653,14.977
1982-01-15,14.972,32.521,29.685,14.686,15.072,12.58,19.91933333
1982-01-16,2.348,45.271,32.293,14.201,15.758,16.209,21.01333333
1982-01-17,0,48.338,24.199,10.8,15.958,14.695,18.99833333
1982-01-18,4.652,56.959,51.769,72.015,54.344,77.627,52.89433333
1982-01-19,13.513,44.915,63.819,79.502,49.315,79.867,55.15516667
1982-01-20,2.72,59.86,64.348,28.572,52.938,28.577,39.5025
1982-01-21,20.081,35.266,21,15.424,15.511,9.989,19.54516667
1982-01-22,6.34,4.062,0.191,5.438,19.099,6.977,7.017833333
1982-01-23,0.314,8.199,6.003,11.534,12.936,8.944,7.988333333
1982-01-24,0.466,3.242,0.028,4.324,12.442,2.977,3.913166667
1982-01-25,7.813,14.43,11.68,27.777,23.48,22.913,18.0155
1982-01-26,5.399,11.033,9.863,16.474,17.877,17.045,12.9485
1982-01-27,0.247,11.582,0.863,4.085,5.418,6.372,4.761166667
1982-01-28,8.353,84.305,54.374,58.315,51.052,49.547,50.991
1982-01-29,2.813,38.178,33.431,6.646,47.538,13.864,23.745
1982-01-30,5.901,66.172,86.386,62.022,53.552,50.345,54.063
1982-01-31,3.607,21.259,22.977,24.667,44.307,13.821,21.773
1982-02-01,1.431,59.444,53.135,26.204,36.47,27.549,34.03883333
1982-02-02,3.179,25.521,44.74,31.785,36.025,29.988,28.53966667
1982-02-03,0.135,18.422,18.21,22.062,21.524,20.472,16.80416667
1982-02-04,0,0.783,0.099,0.124,0,2.032,0.506333333
1982-02-05,1.468,3.105,0.239,0.649,0.522,0.758,1.1235
1982-02-06,0,4.671,0.125,9.92,1.349,4.921,3.497666667
1982-02-07,1.081,18.765,6.031,3.177,3.673,1.442,5.694833333
1982-02-08,0,0.013,0,0.002,6.661,0,1.112666667
1982-02-09,0,0,0,0,0,0,0
1982-02-10,0,0.027,7.405,4.506,0,17.299,4.872833333
1982-02-11,2.227,44.35,44.08,7.254,13.314,5.324,19.42483333
1982-02-12,0.234,50.92,72.051,42.531,74.289,41.56,46.93083333
1982-02-13,0,7.615,10.31,41.801,26.07,26.535,18.72183333
1982-02-14,0,0.572,3.387,1.03,28.3,0.019,5.551333333
1982-02-15,0,8.422,3.773,14.037,33.143,7.258,11.1055
1982-02-16,0,1.526,2.94,0,0,0,0.744333333
1982-02-17,0.448,1.172,0,0.004,0,0.003,0.271166667
1982-02-18,0.14,0.011,0,4.772,16.473,0,3.566
1982-02-19,0.494,0.45,0,0,0,0,0.157333333
1982-02-20,0.703,0,0,0.274,1.517,0.191,0.4475
1982-02-21,0,0,0,0,0,0,0
1982-02-22,3.005,0.413,0,12.879,4.186,11.517,5.333333333
1982-02-23,7.635,4.582,1.933,6.984,4.52,5.584,5.206333333
1982-02-24,0,0.05,0.545,1.116,12,3.519,2.871666667
1982-02-25,0.081,40.893,41.831,12.742,7.208,10.175,18.82166667
1982-02-26,0,19.747,14.018,20.161,15.898,4.903,12.4545
1982-02-27,2.597,8.684,7.209,16.052,15.903,15.832,11.04616667
1982-02-28,0,0.241,1.925,12.859,4.553,13.579,5.526166667
1982-03-01,7.055,27.761,19.282,9.918,11.218,8.085,13.8865
1982-03-02,5.045,28.508,23.316,22.918,27.528,20.09,21.23416667
1982-03-03,0.008,38.938,24.532,37.07,32.98,33.459,27.83116667
1982-03-04,0,26.055,22.567,2.698,8.115,1.914,10.22483333
1982-03-05,0,39.031,32.933,5.448,0,4.733,13.69083333
1982-03-06,0.523,26.376,12.9,25.239,6.798,22.916,15.792
1982-03-07,7.616,15.845,8.627,6.815,7.985,7.872,9.126666667
1982-03-08,0.521,36.733,37.439,13.016,4.064,13.639,17.56866667
1982-03-09,4.881,65.297,50.795,35.859,29.272,35.162,36.87766667
1982-03-10,11.95,33.875,24.205,18.355,30.236,18.611,22.872
1982-03-11,1.661,14.085,28.741,60.774,63.494,58.924,37.9465
1982-03-12,0.149,0.032,0.198,16.12,35.606,10.364,10.4115
1982-03-13,0.006,0,0.108,0,4.319,0,0.738833333
1982-03-14,1.536,2.439,3.524,33.156,25.854,28.577,15.84766667
1982-03-15,2.52,22.012,14.586,18.539,0.476,13.846,11.9965
1982-03-16,0,16.384,16.931,9.749,6.535,14.069,10.61133333
1982-03-17,2.689,12.638,1.18,2.721,2.411,1.87,3.918166667
1982-03-18,2.505,3.869,2.037,0.009,12.592,0.016,3.504666667
1982-03-19,3.561,4.264,6.129,2.96,5.894,3.451,4.3765
1982-03-20,3.493,0,2.922,1.523,4.076,1.498,2.252
1982-03-21,0,0.05,0.002,0,0,0,0.008666667
1982-03-22,0.734,0,0,0,0.421,0,0.1925
1982-03-23,0.062,3.056,0,0,0,0,0.519666667
1982-03-24,0,0.003,0,0,0,0,0.0005
1982-03-25,0.384,0.201,0.807,4.582,8.548,3.132,2.942333333
1982-03-26,0.683,0.554,0.146,0,0.232,0,0.269166667
1982-03-27,0.008,7.026,11.714,24.896,21.632,20.801,14.34616667
1982-03-28,0,0,0,0.08,3.671,0,0.625166667
1982-03-29,0.089,0.06,0.058,0,1.725,0,0.322
1982-03-30,0,0.138,0.002,0,0,0,0.023333333
1982-03-31,0,0,0,0,3.205,0,0.534166667
1982-04-01,4.809,0,0.02,7.672,6.04,6.14,4.1135
1982-04-02,0.157,6.528,22.06,30.65,32.634,30.056,20.3475
1982-04-03,4.163,0.814,0.822,0,9.512,0.018,2.554833333
1982-04-04,0.165,0.065,0.061,0,0,0,0.0485
1982-04-05,3.41,0.061,0.234,4.649,3.478,4.173,2.6675
