STN,37022_ANTSIRABE_AERO,34155_ANTANANARIVO_DMH,34166_IVATO_AERO,36516_IFANJA,36537_ANKADINONDRY_SAKAY,36520_MIARINARIVO,STN_mean
1984-04-08,0.279,1.281,2.131,0.121,0.031,0.118,0.660166667
1984-04-09,0,0.036,0,0,0,0,0.006
1984-04-10,3.061,1.161,0.822,0.181,2.028,0.17,1.237166667
1984-04-11,8.299,4.79,3.878,7.816,5.47,5.837,6.015
1984-04-12,8.322,11.436,13.102,20.312,33.544,22.038,18.12566667
1984-04-13,6.017,3.513,4.824,0.111,0,1.603,2.678
1984-04-14,0,1.062,0.579,0,0,0,0.2735
1984-04-15,0,2.068,0.858,0,0,0,0.487666667
1984-04-16,0,0,0,1.997,1.066,1.709,0.795333333
1984-04-17,0.647,0,0,0,0.433,0,0.18
1984-04-18,0.04,0,0,0.035,0.397,0.005,0.0795
1984-04-19,0,0,0,0.001,5.835,0,0.972666667
1984-04-20,0,0,0,0,0,0,0
1984-04-21,0,0,0,0,0,0,0
1984-04-22,0,0,0,0,1.56,0,0.26
1984-04-23,0.026,0.161,0.15,0.02,0,0.019,0.062666667
1984-04-24,0.342,0,0,0,0,0,0.057
1984-04-25,0.677,0.023,0.05,0.018,0.623,0.017,0.234666667
1984-04-26,0,0,0.012,0,0,0,0.002
1984-04-27,0.86,0.194,0.154,0.143,0.568,0.143,0.343666667
1984-04-28,22.879,0,0,0,2.717,0,4.266
1984-04-29,0,0,0,0,0,0,0
1984-04-30,0,0,0.005,0,0,0,0.000833333
1984-05-01,0.165,0.085,0.087,0.029,0,0.069,0.0725
1984-05-02,0,0,0,0,0,0,0
1984-05-03,0.026,0,0,0,0,0,0.004333333
1984-05-04,1.559,0,0,0,0.45,0.927,0.489333333
1984-05-05,0,0,0,0,0,0,0
1984-05-06,0.386,0,0,0,0,0,0.064333333
1984-05-07,0,0,0,0,0,0,0
1984-05-08,0,0,0,0,0,0,0
1984-05-09,0.424,0,0,0,0.222,0,0.107666667
1984-05-10,1.707,0,0,0,0,0,0.2845
1984-05-11,6.414,0,0,0.076,4.555,0,1.840833333
1984-05-12,0,0,0,0,0.048,0,0.008
1984-05-13,0.699,0,0,0,0,0,0.1165
1984-05-14,0,0,0,0,0,0,0
1984-05-15,0.945,0,0,0,0,0,0.1575
1984-05-16,0,0,0,0,0,0,0
1984-05-17,0,0,0,0,0,0,0
1984-05-18,0,0,0,0,0,0,0
1984-05-19,0.011,0,0,0,0,0,0.001833333
1984-05-20,0,0,0,0,0,0,0
1984-05-21,2.176,0.036,0.04,0,0,0.028,0.38
1984-05-22,1.124,0.13,0.488,0.131,0.031,0.163,0.3445
1984-05-23,0.294,0,0,0,1.259,0,0.258833333
1984-05-24,0.11,0,0,0,0,0,0.018333333
1984-05-25,0.306,0,0,0,1.137,0,0.2405
1984-05-26,0.052,0,0,0,0,0,0.008666667
1984-05-27,0,0,0,0,0,0,0
1984-05-28,0.017,0,0,0,0,0,0.002833333
1984-05-29,0.026,0,0,0,0,0,0.004333333
1984-05-30,0,0,0,1.701,1.932,1.503,0.856
1984-05-31,0.252,0,0,0,0,0,0.042
1984-06-01,0.116,0,0,0,0,0,0.019333333
1984-06-02,0,0,0,0,0,0,0
1984-06-03,0.028,0,0,0,0,0,0.004666667
1984-06-04,0,0,0,0,0,0,0
1984-06-05,0,0,0,0,0,0,0
1984-06-06,0,0,0,0,0,0,0
1984-06-07,0,0.157,0.003,0,0,0,0.026666667
1984-06-08,0,0.254,0.257,0.153,0.025,0.157,0.141
1984-06-09,1.049,0.434,0.416,0.256,0.05,0.265,0.411666667
1984-06-10,0,0,0,0,0,0,0
1984-06-11,0,0,0,0,0,0,0
1984-06-12,0,0,0.001,0,0,0,0.000166667
1984-06-13,0,0,0,0,0,0,0
1984-06-14,0,0,0,0,0,0,0
1984-06-15,0,0,0,0,0,0,0
1984-06-16,0.009,0.117,0.102,0.104,0.066,0.108,0.084333333
1984-06-17,0,0,0,0,0,0,0
1984-06-18,0.015,0.049,0.044,0.041,0,0.042,0.031833333
1984-06-19,0,0,0,0,0,0,0
1984-06-20,0.264,0.025,0.022,0.021,0.099,0.021,0.075333333
1984-06-21,0,0.023,0.023,0,0,0,0.007666667
1984-06-22,0.015,0.024,0.025,0.009,0,0.009,0.013666667
1984-06-23,0,0.001,0.345,0,0,0,0.057666667
1984-06-24,0.107,0.072,0.14,0.111,0.034,0.116,0.096666667
1984-06-25,0,0.001,0,0,0,0,0.000166667
1984-06-26,0,0,0.006,0,0,0,0.001
1984-06-27,0.257,0.515,0.455,0.454,0.293,0.474,0.408
1984-06-28,0,0,0,0,0,0,0
1984-06-29,0,0,0,0,0,0,0
1984-06-30,0,0,0,0,0,0,0
1984-07-01,0,0.06,0.001,0,0,0,0.010166667
1984-07-02,0,0,0,0,0,0,0
1984-07-03,0.029,0.097,0.098,0.04,0,0.039,0.0505
1984-07-04,0.035,0.197,0.218,0.155,0.043,0.156,0.134
1984-07-05,0.012,0,0,0,0,0,0.002
1984-07-06,0.012,0.038,0,0.027,0,0.028,0.0175
1984-07-07,0.046,0.187,0.155,0,0,0,0.064666667
1984-07-08,0.029,0,0,0,0,0,0.004833333
1984-07-09,0,0,0,0,0,0,0
1984-07-10,0,0,0,0,0,0,0
1984-07-11,0,0,0.008,0,0,0,0.001333333
1984-07-12,0,0,0,0,0,0,0
1984-07-13,0.06,0.096,0.09,0.075,0,0.072,0.0655
1984-07-14,0,0,0,0,0,0,0
1984-07-15,0,0,0,0,0,0,0
1984-07-16,0.006,0,0,0,0,0,0.001
1984-07-17,0.041,0.048,0.107,0.091,0.034,0.092,0.068833333
1984-07-18,0.273,1.07,1.418,0.286,0.125,0.296,0.578
1984-07-19,0,0.007,0,0,0,0,0.001166667
1984-07-20,0,0,0,0,0,0,0
1984-07-21,0,0,0,0,0,0,0
1984-07-22,0.06,0.048,0.05,0.018,0,0.017,0.032166667
1984-07-23,0,0,0,0,0,0,0
1984-07-24,0.142,0.076,0,0.055,0,0.055,0.054666667
1984-07-25,0.067,0.358,0.318,0.092,0,0.09,0.154166667
1984-07-26,0,0,0,0,0,0,0
1984-07-27,0,0,0,0,0,0,0
1984-07-28,0.012,0,0,0,0,0,0.002
1984-07-29,0.012,0,0,0,0,0,0.002
1984-07-30,0.012,0,0,0,0,0,0.002
1984-07-31,0,0,0,0,0,0,0
1984-08-01,0,0,0,0,0,0,0
1984-08-02,0,0,0,0,0,0,0
1984-08-03,0,0.507,0.022,0,0,0,0.088166667
1984-08-04,0.809,0.288,0.335,0.215,0.025,0.213,0.314166667
1984-08-05,0,0,0,0,0,0,0
1984-08-06,0,0,0,0,0,0,0
1984-08-07,0,0,0,0,0,0,0
1984-08-08,0,0,0.105,0.107,0.068,0.112,0.065333333
1984-08-09,0,0,0.001,0,0,0,0.000166667
1984-08-10,9.44,0.132,0.146,0.11,0.182,0.11,1.686666667
1984-08-11,4.97,12.558,13.724,15.696,2.689,14.64,10.71283333
1984-08-12,5.421,1.118,2.051,4.176,3.466,3.833,3.344166667
1984-08-13,1.372,0.035,0.035,0.028,0.37,0.027,0.311166667
1984-08-14,0.091,0,0,0,0,0,0.015166667
1984-08-15,0.313,0,0,0,0,0,0.052166667
1984-08-16,0,0,0,0,0,0,0
1984-08-17,0.094,0,0,0,0,0,0.015666667
1984-08-18,0,0,0,0,0,0,0
1984-08-19,0.026,0,0,0,0,0,0.004333333
1984-08-20,0,0,0,0,0,0,0
1984-08-21,0,0,0,0,0,0,0
1984-08-22,0,0,0,0,0,0,0
1984-08-23,0,0,0,0,0,0,0
1984-08-24,0,0,0,0,0,0,0
1984-08-25,0,0,0,0,0,0,0
1984-08-26,0,0,0,0,0,0,0
1984-08-27,0,0,0,0,0,0,0
1984-08-28,0,0,0,0,0,0,0
1984-08-29,0,0,0,0,0,0,0
1984-08-30,0,0.251,0,0.183,0.114,0.216,0.127333333
1984-08-31,0.013,1.064,0,0.775,0.485,0.914,0.541833333
1984-09-01,0,0,0,0,0,0,0
1984-09-02,0,0,0,0,0,0,0
1984-09-03,0,0,0,0,0,0,0
1984-09-04,0,0,0,0,0,0,0
1984-09-05,0,0,0,0,0,0,0
1984-09-06,0,0,0,0,0,0,0
1984-09-07,0,0,0,0,0,0,0
1984-09-08,0,0,0,0,0,0,0
1984-09-09,0,0,0,0,0,0,0
1984-09-10,0,0,0,0,0,0,0
1984-09-11,0,0.025,0.071,0.659,0.382,0.042,0.1965
1984-09-12,0,0,0,0,0,0,0
1984-09-13,0,0,0,0,0,0,0
1984-09-14,0,0,0,0,0,0,0
1984-09-15,0,0,0,0,0,0,0
1984-09-16,0,0,0,0,0,0,0
1984-09-17,0.815,0,0.006,0.057,0,0.01,0.148
1984-09-18,0,0,0,0,0,0,0
1984-09-19,0,0,0,0,0,0,0
1984-09-20,0,0,0,0,0.049,0,0.008166667
1984-09-21,0,0,0,0,0,0,0
1984-09-22,0,0,0,0,0,0,0
1984-09-23,0,2.992,1.601,5.137,5.953,0.053,2.622666667
1984-09-24,0,0,0,0,0,0,0
1984-09-25,0,0,0,0,0,0,0
1984-09-26,0.024,0,0,0,0,0,0.004
1984-09-27,0.191,0.607,0.857,0.474,0.09,0.509,0.454666667
1984-09-28,5.198,0,0,3.057,13.635,1.412,3.883666667
1984-09-29,3.979,0,0.029,2.104,6.077,2.305,2.415666667
1984-09-30,0.47,0,0,0,0,0,0.078333333
1984-10-01,1.955,0,0.002,0,0,0,0.326166667
1984-10-02,0,1.257,2.246,3.568,4.72,3.611,2.567
1984-10-03,18.698,0.038,4.558,4.823,3.518,6.149,6.297333333
1984-10-04,19.082,5.926,8.617,20.047,25.958,19.966,16.59933333
1984-10-05,7.31,0.029,0,0,0,0,1.223166667
1984-10-06,0,0,0,0,0,0,0
1984-10-07,0,0.915,0,0.729,0.463,0.85,0.492833333
1984-10-08,0,0,0,0,0,0,0
1984-10-09,0,0,0,0,4,0,0.666666667
1984-10-10,0,0.093,0,2.564,4.945,2.568,1.695
1984-10-11,0.364,0.631,0,1.464,10.275,1.59,2.387333333
1984-10-12,0,6.861,0.193,0.022,0,3.695,1.795166667
1984-10-13,0,0,0,0,0,0,0
1984-10-14,0,6.878,6.821,0,0,0,2.283166667
1984-10-15,0,0,0,0,0,0,0
1984-10-16,0.005,0.85,0.799,0,0,0,0.275666667
1984-10-17,0,0.607,0.539,0,0.474,0,0.27
1984-10-18,10.745,1.303,0,1.039,2.113,1.21,2.735
1984-10-19,4.052,0.066,0.042,1.696,6.111,3.867,2.639
1984-10-20,10.386,0.068,0.061,0.033,0.688,0.009,1.874166667
1984-10-21,0.095,7.735,12.03,9.119,2.503,11.515,7.166166667
1984-10-22,0.089,0.366,10.376,11.675,7.042,8.627,6.3625
1984-10-23,24.072,16.439,24.959,31.656,13.504,32.877,23.91783333
1984-10-24,5.445,2.61,3.422,6.812,10.172,6.687,5.858
1984-10-25,5.568,1.83,1.777,0,0.113,0,1.548
1984-10-26,1.223,2.614,1.768,0.485,3.075,0.564,1.6215
1984-10-27,0,0.102,0,0,0,0,0.017
1984-10-28,1.214,0.012,0,0,0,0,0.204333333
1984-10-29,3.979,0.013,0.008,5.673,3.895,5.404,3.162
1984-10-30,0,0.068,0.744,2.842,10.121,3.157,2.822
1984-10-31,0.007,0,0,0,1.949,0,0.326
1984-11-01,5.884,3.107,1.448,1.893,0.358,1.935,2.4375
1984-11-02,11.396,1.065,1.944,1.855,1.838,1.763,3.310166667
1984-11-03,12.582,10.66,14.325,30.336,0,26.284,15.69783333
1984-11-04,4.984,7.289,2.358,18.702,32.511,18.136,13.99666667
1984-11-05,5.134,2.129,0.8,1.879,7.575,0.895,3.068666667
1984-11-06,17.39,14.293,8.842,0,2.974,0.175,7.279
1984-11-07,7.192,9.907,9.541,0.537,6.489,1.104,5.795
1984-11-08,7.114,6.054,6.588,12.087,8.83,12.945,8.936333333
1984-11-09,12.616,19.217,19.374,12.617,16.603,17.038,16.24416667
1984-11-10,10.404,22.473,20.439,19.718,10.725,19.603,17.227
1984-11-11,0.652,3.093,1.153,0,13.163,0,3.010166667
1984-11-12,0,0,4.49,5.565,0.956,5.663,2.779
1984-11-13,0.36,8.238,0,0.209,0.144,0.236,1.531166667
1984-11-14,0,21.808,14.594,1.678,0,2.106,6.697666667
1984-11-15,6.889,16.553,10.333,3.914,0,5.489,7.196333333
1984-11-16,13.441,31.199,21.38,17.27,6.56,20.499,18.3915
1984-11-17,18.275,28.887,24.541,14.462,26.647,21.438,22.375
1984-11-18,0.61,10.253,9.415,8.188,3.176,8.66,6.717
1984-11-19,8.778,20.073,22.097,0.205,0,1.391,8.757333333
1984-11-20,2.278,0.327,7.545,8.705,7.487,8.685,5.837833333
1984-11-21,7.471,8.465,5.65,2.714,1.885,1.622,4.6345
1984-11-22,2.043,0,2.426,2.658,1.561,2.667,1.8925
1984-11-23,0.057,0,1.63,1.554,0.094,1.52,0.809166667
1984-11-24,0.36,0,3.12,2.91,0,2.839,1.538166667
1984-11-25,0.199,0,5.979,6.152,0.385,6.096,3.135166667
1984-11-26,8.751,0,0,0,3.303,0,2.009
1984-11-27,24.524,32.001,18.081,7.89,18.967,10.679,18.69033333
1984-11-28,50.539,5.781,6.959,9.955,22.501,8.885,17.43666667
1984-11-29,9.211,9.964,0.406,0.399,0,0.162,3.357
1984-11-30,1.121,0.583,2.124,15.318,16.316,14.591,8.342166667
1984-12-01,2.035,0.649,4.451,19.897,13.095,18.811,9.823
1984-12-02,10.11,2.537,6.099,25.098,31.585,23.413,16.47366667
1984-12-03,8.427,23.006,18.416,0,0,0,8.308166667
1984-12-04,9.679,2.216,2.367,28.064,32.018,27.13,16.91233333
1984-12-05,11.128,1.576,7.047,6.122,13.717,6.284,7.645666667
1984-12-06,2.859,0.05,2.635,3.459,4.99,2.133,2.687666667
1984-12-07,1.368,0.589,1.04,0.01,0,0.01,0.502833333
1984-12-08,2.618,0,0,0,1.686,0,0.717333333
1984-12-09,14.593,0.126,4.042,16.168,10.572,11.943,9.574
1984-12-10,10.536,18.334,21.246,33.127,33.34,26.162,23.79083333
1984-12-11,9.262,15.549,14.449,23.243,8.573,21.529,15.43416667
1984-12-12,12.851,8.728,12.961,10.939,6.864,9.974,10.38616667
1984-12-13,6.705,1.649,0.337,26.247,38.356,23.526,16.13666667
1984-12-14,16.339,4.03,8.767,35.801,22.35,30.994,19.7135
1984-12-15,11.647,7.538,4.673,4.593,0,2.354,5.134166667
1984-12-16,0.108,5.102,1.422,6.661,9.98,5.658,4.821833333
1984-12-17,12.819,6.99,1.791,16.096,33.074,12.967,13.95616667
1984-12-18,0,0.002,0,0.01,7.231,0,1.207166667
1984-12-19,0,0,0,0,0,0,0
1984-12-20,0,0,0,0,0,0,0
1984-12-21,0,0.081,1.152,0.948,0.071,0.946,0.533
1984-12-22,4.423,3.712,0.824,3.084,16.899,5.793,5.789166667
1984-12-23,2.272,2.689,4.633,3.444,5.152,4.639,3.804833333
1984-12-24,6.433,0.682,1.072,9.412,17.179,8.431,7.2015
1984-12-25,9.398,0.977,0.748,7.085,5.799,7.206,5.202166667
1984-12-26,18.93,0.467,0.463,0.126,9.245,0,4.871833333
1984-12-27,1.456,0.072,0,5.82,23.756,1.944,5.508
1984-12-28,10.495,0.3,0,0,1.3,0,2.015833333
1984-12-29,8.65,3.765,10.008,5.668,0,2.489,5.096666667
1984-12-30,0.958,0.366,0.967,6.031,14.41,3.731,4.4105
1984-12-31,0,0,0,0,0.012,0,0.002
1985-01-01,0,0,0,0,0,0,0
1985-01-02,0.112,0.616,0.53,0.436,0,0.426,0.353333333
1985-01-03,0,0,0,0,0,0,0
1985-01-04,0,0,0,0,0,0,0
1985-01-05,0.017,0.259,0.225,0.184,4.467,0.18,0.888666667
1985-01-06,0,0,0,0,0,0,0
1985-01-07,0,1.272,1.101,0.902,0,0.883,0.693
1985-01-08,0.006,0,0,0,0,0,0.001
1985-01-09,0,0,0,0,0.027,0,0.0045
1985-01-10,3.961,0,0,2.497,1.686,0.181,1.3875
1985-01-11,29.417,0,0.822,0.696,8.693,0.921,6.758166667
1985-01-12,0.017,0,0,0,2.79,0,0.467833333
1985-01-13,0.839,0,0,0.061,11.84,0.06,2.133333333
1985-01-14,7.153,0,4.126,14.918,10.618,11.345,8.026666667
1985-01-15,4.53,2.496,2.468,5.055,0.557,2.735,2.9735
1985-01-16,0,2.208,2.036,0,0,0,0.707333333
1985-01-17,1.11,0.73,11.734,21.084,18.538,16.692,11.648
1985-01-18,3.387,0.362,0.938,31.777,43.053,22.787,17.05066667
1985-01-19,9.002,7.437,2.8,1.262,3.184,1.363,4.174666667
1985-01-20,4.606,0,0,0.081,0,0,0.781166667
1985-01-21,2.982,11.897,15.54,32.363,21.294,33.29,19.561
1985-01-22,12.175,10.043,11.352,17.371,14.089,15.439,13.4115
1985-01-23,35.442,12.836,13.503,27.917,46.586,28.502,27.46433333
1985-01-24,23.608,18.989,20.955,13.495,36.474,17.763,21.88066667
1985-01-25,5.835,40.599,39.473,19.983,12.371,21.991,23.37533333
1985-01-26,23.689,18.548,21.623,3.464,0,3.788,11.852
1985-01-27,28.934,29.435,25.829,63.637,97.631,65.766,51.872
1985-01-28,2.418,7.6,8.169,7.292,8.509,6.896,6.814
1985-01-29,0.475,1.095,0.643,0.098,0.376,0.095,0.463666667
1985-01-30,0.007,0.024,0.451,2.074,10.864,1.393,2.468833333
1985-01-31,13.421,4.724,4.924,9.485,5.382,8.247,7.697166667
1985-02-01,13.481,1.408,2.552,27.47,42.81,20.578,18.04983333
1985-02-02,6.739,0.554,2.404,0,2.858,0,2.0925
1985-02-03,5.328,0,0,6.203,14.396,4.233,5.026666667
1985-02-04,0,0,0,0,0,0,0
1985-02-05,0,0,0,0,0,0,0
1985-02-06,0.947,0,0,0,8.981,0,1.654666667
1985-02-07,0.753,0,0.893,3.516,6.675,3.897,2.622333333
1985-02-08,0.061,0.778,0,3.332,0,3.879,1.341666667
1985-02-09,3.84,40.454,34.567,0,1.402,0.352,13.43583333
1985-02-10,7.611,37.364,38.525,0.65,0,0,14.025
1985-02-11,0.702,50.73,51.904,48.228,32.195,45.233,38.16533333
1985-02-12,0,5.657,5.327,4.117,0,4.24,3.2235
1985-02-13,0.112,0,0,0.664,0.009,0.794,0.263166667
1985-02-14,0.78,5.241,4.596,4.146,0.655,4.132,3.258333333
1985-02-15,0,0.004,0.011,0.772,0.001,0.923,0.285166667
1985-02-16,0,0.349,0.31,0.522,0.557,0.086,0.304
1985-02-17,0.124,5.28,4.373,3.932,5.95,4.155,3.969
1985-02-18,0,0,0.109,0,0.859,0,0.161333333
1985-02-19,4.293,1.495,7.385,7.627,4.6,7.909,5.5515
1985-02-20,15.807,44.911,34.34,20.324,12.624,23.13,25.18933333
1985-02-21,11.345,1.256,6.607,20.683,30.464,23.361,15.61933333
1985-02-22,0.402,10.734,15.695,13.007,48.733,17.163,17.62233333
1985-02-23,31.201,0.65,2.521,0,15.72,0,8.348666667
1985-02-24,18.292,19.297,21.39,33.142,19.959,28.849,23.48816667
1985-02-25,0.211,19.831,21.033,8.522,4.626,9.409,10.60533333
1985-02-26,9.074,16.482,18.218,15.271,20.999,19.857,16.65016667
1985-02-27,8.401,20.284,16.271,5.914,6.199,6.109,10.52966667
1985-02-28,3.346,11.236,11.474,3.353,0.073,3.704,5.531
1985-03-01,0,31.228,35.577,30.352,14.865,28.884,23.48433333
1985-03-02,0,8.139,15.433,33.451,17.363,27.722,17.018
1985-03-03,1.049,8.739,4.109,2.871,4.562,4.645,4.329166667
1985-03-04,6.651,32.489,35.79,27.177,18.633,27.207,24.65783333
1985-03-05,4.91,12.556,13.636,15.553,19.253,13.931,13.3065
1985-03-06,5.951,0.887,0.611,4.827,5.629,3.441,3.557666667
1985-03-07,4.087,1.054,0,26.387,17.672,20.669,11.64483333
1985-03-08,2.087,0,1.156,1.578,11.968,1.649,3.073
1985-03-09,0.152,0,0.006,6.838,24.698,3.792,5.914333333
1985-03-10,12.503,29.47,23.22,9.547,7.702,6.678,14.85333333
1985-03-11,2.829,21.003,25.754,5.08,7.191,6.811,11.44466667
1985-03-12,0.109,22.049,18.413,10.649,7.916,9.843,11.4965
1985-03-13,5.884,10.387,10.46,6.566,4.234,7.373,7.484
1985-03-14,8.729,0.071,0.031,10.991,19.453,11.943,8.536333333
1985-03-15,11.595,8.39,5.972,11.517,22.915,12.558,12.15783333
1985-03-16,14.378,0,0.002,5.813,24.619,3.044,7.976
1985-03-17,3.163,3.432,0.288,0.202,8.311,0.042,2.573
1985-03-18,6.857,1.407,0.511,2.726,7.681,2.092,3.545666667
1985-03-19,1.234,6.028,4.403,3.767,0.108,3.758,3.216333333
1985-03-20,1.074,0.036,0,11.335,14.776,8.697,5.986333333
1985-03-21,16.049,46.928,46.062,25.03,19.04,26.24,29.8915
1985-03-22,2.704,0.955,1.523,16.426,5.295,13.812,6.785833333
1985-03-23,15.089,3.505,4.237,6.036,18.614,5.544,8.8375
1985-03-24,20.876,3.159,1.891,16.415,17.932,13.569,12.307
1985-03-25,13.883,21.457,22.903,31.116,34.588,29.001,25.49133333
1985-03-26,4.42,2.878,9.664,26.418,24.553,21.769,14.95033333
1985-03-27,15.313,2.917,0.157,17.198,20.747,12.525,11.47616667
1985-03-28,16.813,38.848,53.592,33.152,15.196,30.957,31.42633333
1985-03-29,3.624,0,0,48.283,48.411,42.517,23.80583333
1985-03-30,0,1.322,0.327,1.844,7.401,1.595,2.0815
1985-03-31,1.886,5.356,2.692,2.65,0.524,2.634,2.623666667
1985-04-01,1.154,0,0.03,0.701,0.078,0.834,0.466166667
1985-04-02,0,0,0.029,0,0.006,0,0.005833333
1985-04-03,1.258,0,0,0,7.123,0,1.396833333
1985-04-04,4.584,0,0,0,1.946,0,1.088333333
1985-04-05,7.445,0,0,0,0,0,1.240833333
1985-04-06,8.196,0,0,0,6.419,0,2.435833333
1985-04-07,0.887,0.223,0.195,0,0.044,0,0.224833333
1985-04-08,0,1.669,3.032,2.894,1.297,2.839,1.955166667
1985-04-09,4.632,1.235,1.059,2.118,4.875,2.073,2.665333333
1985-04-10,1.844,0,0,0,1.261,0,0.5175
1985-04-11,0,0,0.028,0,0,0,0.004666667
1985-04-12,1.095,0.074,1.134,0.035,0.565,0.315,0.536333333
1985-04-13,3.389,0,0,0,0,0.002,0.565166667
1985-04-14,0,0,0,0,0,0,0
1985-04-15,0,0,0,0,0,0,0
1985-04-16,0,0.023,0.027,0,0,0,0.008333333
1985-04-17,0,0.011,0.013,0,0,0,0.004
1985-04-18,0,0,0,0,1.081,0,0.180166667
1985-04-19,7.654,5.686,4.066,10.348,6.382,8.571,7.117833333
1985-04-20,6.13,4.644,6,4.898,5.659,3.782,5.1855
1985-04-21,5.809,0,0.283,2.038,3.771,0.132,2.0055
1985-04-22,10.711,16.713,14.985,9.998,6.117,7.769,11.04883333
1985-04-23,16.575,7.759,6.474,7.151,9.473,5.134,8.761
1985-04-24,13.504,1.274,0.814,3.454,4.221,3.317,4.430666667
1985-04-25,6.976,19.191,13.299,2.744,0.641,2.716,7.5945
1985-04-26,0,0,0.214,0,0,0,0.035666667
1985-04-27,0.027,0,0,0,2.728,0,0.459166667
1985-04-28,0,0,0,0,0,0,0
1985-04-29,0.077,0,0,0,0,0,0.012833333
1985-04-30,0.406,0,0,0,0,0,0.067666667
1985-05-01,0,0.35,0,0.232,0,0.285,0.1445
1985-05-02,0,0,0.011,0,0,0,0.001833333
1985-05-03,0,0,0,0,0,0,0
1985-05-04,0,0,0.001,1.119,0,0.03,0.191666667
1985-05-05,0.941,0.012,0.057,4.753,35.56,4.505,7.638
1985-05-06,0,0,0,0,0,0,0
1985-05-07,0,0,0,0,0,0,0
1985-05-08,0,0,0,0,0,0,0
1985-05-09,0,0,0,0,0,0,0
1985-05-10,0,0,0,0,0,0,0
1985-05-11,0,0,0,0,0,0,0
1985-05-12,0,0,0,0,0,0,0
1985-05-13,0,0,0,0,0,0,0
1985-05-14,0,0,0,0,0,0,0
1985-05-15,0.012,0,0,0,0,0,0.002
1985-05-16,0,0,0,0,0,0,0
1985-05-17,0.022,0.193,0.301,5.698,2.582,5.009,2.300833333
1985-05-18,0,0,0,0,0,0,0
1985-05-19,0,0,0,0,0,0,0
1985-05-20,0,0,0,0,0,0,0
1985-05-21,0,0,0,0,0,0,0
1985-05-22,0,0,0,0,0,0,0
1985-05-23,0,0.004,0,0,0.012,0,0.002666667
1985-05-24,0,0,0,0,0,0,0
1985-05-25,0,0,0,0,0,0,0
1985-05-26,0.591,0,0,0,0,0,0.0985
1985-05-27,0,0,0,0,0,0,0
1985-05-28,0,0,0,0,0.046,0,0.007666667
1985-05-29,0,0,0,0,0,0,0
1985-05-30,0,0,0,0,0,0,0
1985-05-31,2.543,0,0,0,0,0,0.423833333
1985-06-01,0,0,0,0,0,0,0
1985-06-02,0,0,0,1.712,1.045,1.61,0.727833333
1985-06-03,0,0,0,0,0,0,0
1985-06-04,0,0,0,0,0,0,0
1985-06-05,0,0,0,0,0,0,0
1985-06-06,0,0,0,0,0,0,0
1985-06-07,0,0,0,0,0,0,0
1985-06-08,0,0,0,0,0,0,0
1985-06-09,0,0,0,0,0,0,0
1985-06-10,0,0,0,0,0,0,0
1985-06-11,0,0,0.008,0,0,0,0.001333333
1985-06-12,0,0,0,0,0,0,0
1985-06-13,0,0,0,0,0,0,0
1985-06-14,0,0,0,0,0,0,0
1985-06-15,0,0,0.002,0,0,0,0.000333333
1985-06-16,0,0,0,0,0,0,0
1985-06-17,0.038,0,0,0,0,0,0.006333333
1985-06-18,0,0,0,0,0,0,0
1985-06-19,0,0,0,0,0,0,0
1985-06-20,0,0.002,0.223,0,0,0,0.0375
1985-06-21,0,0,0,0,0,0,0
1985-06-22,0,0,0,0,0,0,0
1985-06-23,0,0,0,0,0,0,0
1985-06-24,0,0,0,0,0,0,0
1985-06-25,0.118,1.527,1.386,1.147,0,1.199,0.896166667
1985-06-26,0.15,1.203,1.077,0.911,0,0.953,0.715666667
1985-06-27,0.035,0,0,0,0,0,0.005833333
1985-06-28,0.154,0.222,0.269,0.045,0.032,0.101,0.137166667
1985-06-29,2.665,0.847,1.636,0.387,1.329,0.498,1.227
1985-06-30,0.302,0,0,0,0,0,0.050333333
1985-07-01,1.368,0,0,0,0.214,0,0.263666667
1985-07-02,1.148,0,0,0,0,0,0.191333333
1985-07-03,0,0,0,0,0,0,0
1985-07-04,0,0,0.161,0,0,0,0.026833333
1985-07-05,0,0,0,0,0,0,0
1985-07-06,0,0,0,0,0,0,0
1985-07-07,0,0,0,0,0,0,0
1985-07-08,0,0,0,0,0,0,0
1985-07-09,0,0,0,0,0,0,0
1985-07-10,0,0,0,0,0,0,0
1985-07-11,0,0,0,0,0,0,0
1985-07-12,0.601,0,0,0,0,0,0.100166667
1985-07-13,0,0,0,0,0,0,0
1985-07-14,0,0,0,0,0,0,0
1985-07-15,0,0,0,0,0,0,0
1985-07-16,0,0.331,0.344,0.085,0,0.103,0.143833333
1985-07-17,0,0,0,0,0,0,0
1985-07-18,0,0,0,0,0,0,0
1985-07-19,0,0,0,0,0,0,0
1985-07-20,0,0,0,0,0,0,0
1985-07-21,0,0,0,0,0,0,0
1985-07-22,0,0,0,0,0,0,0
1985-07-23,0,0,0,0,0,0,0
1985-07-24,0,0,0,0,0,0,0
1985-07-25,0,0,0,0,0,0,0
1985-07-26,0,0,0,0,0,0,0
1985-07-27,0,0,0,0,0,0,0
1985-07-28,0,0.041,0.048,0.008,0,0.008,0.0175
1985-07-29,0,0,0,0,0,0,0
1985-07-30,1.746,0,0,0.837,0.612,0.046,0.540166667
1985-07-31,1.73,0,0,0,0,0,0.288333333
1985-08-01,0,0,0,0,0,0,0
1985-08-02,0,0,0,0,0,0,0
